step,time_s,dt_s,picard_iterations,picard_delta_temperature_C,picard_delta_moisture_kgkg,temperature_linear_normalized_inf_residual,moisture_linear_normalized_inf_residual,linear_normalized_inf_residual,temperature_boundary_flux,temperature_balance_residual,moisture_boundary_flux,moisture_balance_residual
4142,4142.000000,1.000000,4,2.138734e-12,2.338130e-13,2.350494e-16,3.501495e-16,3.501495e-16,1.808394e+00,-8.259216e-11,-2.219926e-08,-7.220625e-20
4143,4143.000000,1.000000,4,1.953993e-12,2.140510e-13,2.937962e-16,3.501396e-16,3.501396e-16,1.806696e+00,-7.138068e-12,-2.219811e-08,-1.353301e-19
4144,4144.000000,1.000000,4,1.712408e-12,2.333689e-13,2.350246e-16,2.801168e-16,2.801168e-16,1.805016e+00,8.877210e-11,-2.219695e-08,1.114808e-19
4145,4145.000000,1.000000,4,2.991385e-12,2.218226e-13,2.350125e-16,3.501361e-16,3.501361e-16,1.803351e+00,4.624168e-11,-2.219580e-08,1.737079e-20
4146,4146.000000,1.000000,4,2.359002e-12,2.180478e-13,2.350005e-16,2.801009e-16,2.801009e-16,1.801699e+00,7.180567e-11,-2.219464e-08,9.859993e-21
4147,4147.000000,1.000000,4,1.691092e-12,2.182698e-13,2.349885e-16,2.800929e-16,2.800929e-16,1.800059e+00,6.892709e-11,-2.219349e-08,1.287523e-19
4148,4148.000000,1.000000,4,2.437162e-12,2.173817e-13,2.349767e-16,3.500897e-16,3.500897e-16,1.798428e+00,5.940448e-11,-2.219233e-08,-3.592280e-20
4149,4149.000000,1.000000,4,2.941647e-12,2.089440e-13,2.349650e-16,2.800768e-16,2.800768e-16,1.796807e+00,1.183298e-10,-2.219118e-08,-1.306548e-19
4150,4150.000000,1.000000,4,2.238210e-12,2.229328e-13,2.349534e-16,2.800687e-16,2.800687e-16,1.795194e+00,6.754841e-11,-2.219002e-08,7.618995e-20
4151,4151.000000,1.000000,4,2.437162e-12,2.218226e-13,2.349418e-16,3.500758e-16,3.500758e-16,1.793588e+00,8.586909e-12,-2.218886e-08,-2.297908e-20
4152,4152.000000,1.000000,4,2.899014e-12,2.167155e-13,2.349304e-16,2.800526e-16,2.800526e-16,1.791991e+00,8.415935e-12,-2.218771e-08,4.179909e-20
4153,4153.000000,1.000000,4,1.875833e-12,2.178258e-13,2.349189e-16,2.800445e-16,2.800445e-16,1.790400e+00,-4.547207e-11,-2.218655e-08,4.460489e-20
4154,4154.000000,1.000000,4,2.351896e-12,2.118306e-13,2.349076e-16,2.800364e-16,2.800364e-16,1.788815e+00,5.175904e-11,-2.218539e-08,-9.585700e-20
4155,4155.000000,1.000000,4,2.486900e-12,2.111644e-13,2.348963e-16,2.800284e-16,2.800284e-16,1.787237e+00,-1.738285e-10,-2.218424e-08,2.461656e-19
4156,4156.000000,1.000000,4,2.735590e-12,2.149392e-13,2.348851e-16,3.500091e-16,3.500091e-16,1.785665e+00,6.666845e-11,-2.218308e-08,-1.352639e-19
4157,4157.000000,1.000000,4,2.586376e-12,2.191580e-13,2.348740e-16,2.800123e-16,2.800123e-16,1.784098e+00,6.252643e-11,-2.218192e-08,3.809663e-20
4158,4158.000000,1.000000,4,3.247180e-12,2.153833e-13,2.348629e-16,2.800043e-16,2.800043e-16,1.782536e+00,2.434986e-11,-2.218077e-08,1.739726e-20
4159,4159.000000,1.000000,4,3.488765e-12,2.189360e-13,2.348519e-16,2.799963e-16,2.799963e-16,1.780980e+00,2.279408e-10,-2.217961e-08,-8.788298e-20
4160,4160.000000,1.000000,4,2.032152e-12,2.156053e-13,2.348409e-16,2.799883e-16,2.799883e-16,1.779429e+00,-6.856582e-11,-2.217845e-08,7.956816e-20
4161,4161.000000,1.000000,4,2.977174e-12,2.084999e-13,2.348300e-16,2.799804e-16,2.799804e-16,1.777882e+00,-2.597034e-12,-2.217729e-08,7.050557e-20
4162,4162.000000,1.000000,4,2.579270e-12,2.151612e-13,2.348191e-16,2.799725e-16,2.799725e-16,1.776340e+00,4.580913e-11,-2.217614e-08,9.009651e-20
4163,4163.000000,1.000000,4,2.685852e-12,2.129408e-13,2.348082e-16,2.799646e-16,2.799646e-16,1.774803e+00,2.745915e-11,-2.217498e-08,-2.230344e-19
4164,4164.000000,1.000000,4,3.083755e-12,2.153833e-13,2.347975e-16,3.499297e-16,3.499297e-16,1.773269e+00,-1.372502e-10,-2.217382e-08,1.493987e-19
4165,4165.000000,1.000000,4,2.295053e-12,2.045031e-13,2.347867e-16,3.499200e-16,3.499200e-16,1.771740e+00,-3.438361e-11,-2.217266e-08,-6.059594e-20
4166,4166.000000,1.000000,4,3.133493e-12,2.020606e-13,2.347760e-16,2.799411e-16,2.799411e-16,1.770215e+00,2.371099e-10,-2.217150e-08,-1.588485e-19
4167,4167.000000,1.000000,4,2.557954e-12,1.991740e-13,2.347654e-16,2.799334e-16,2.799334e-16,1.768694e+00,7.517675e-11,-2.217034e-08,1.127182e-19
4168,4168.000000,1.000000,4,1.996625e-12,2.093881e-13,2.347547e-16,3.498909e-16,3.498909e-16,1.767177e+00,4.827649e-11,-2.216919e-08,1.657174e-19
4169,4169.000000,1.000000,4,2.486900e-12,2.031708e-13,2.347442e-16,2.799051e-16,2.799051e-16,1.765664e+00,-1.095648e-10,-2.216803e-08,4.225239e-20
4170,4170.000000,1.000000,4,2.003731e-12,2.093881e-13,2.347336e-16,3.498718e-16,3.498718e-16,1.764154e+00,-9.118262e-11,-2.216687e-08,1.819797e-21
4171,4171.000000,1.000000,4,1.620037e-12,2.104983e-13,2.347231e-16,2.799027e-16,2.799027e-16,1.762647e+00,-8.958034e-11,-2.216571e-08,-1.854870e-20
4172,4172.000000,1.000000,4,2.223999e-12,2.136069e-13,2.347127e-16,2.798951e-16,2.798951e-16,1.761144e+00,-9.700241e-11,-2.216455e-08,2.339366e-19
4173,4173.000000,1.000000,4,2.501110e-12,2.078338e-13,2.347023e-16,2.798875e-16,2.798875e-16,1.759645e+00,9.776624e-11,-2.216339e-08,-1.462455e-21
4174,4174.000000,1.000000,4,2.657430e-12,2.073897e-13,2.346919e-16,3.498340e-16,3.498340e-16,1.758149e+00,1.565148e-11,-2.216223e-08,-9.688270e-20
4175,4175.000000,1.000000,4,3.367973e-12,2.056133e-13,2.346815e-16,2.798725e-16,2.798725e-16,1.756656e+00,-3.177258e-11,-2.216107e-08,1.495311e-19
4176,4176.000000,1.000000,4,2.025047e-12,2.129408e-13,2.346712e-16,2.798651e-16,2.798651e-16,1.755166e+00,-4.785261e-11,-2.215991e-08,-9.976460e-20
4177,4177.000000,1.000000,4,2.316369e-12,2.011724e-13,2.346609e-16,2.798577e-16,2.798577e-16,1.753679e+00,4.308554e-12,-2.215875e-08,-1.059850e-19
4178,4178.000000,1.000000,4,2.891909e-12,2.111644e-13,2.346507e-16,3.497970e-16,3.497970e-16,1.752195e+00,-1.061808e-10,-2.215759e-08,3.044686e-20
4179,4179.000000,1.000000,4,3.119283e-12,2.149392e-13,2.346405e-16,2.798429e-16,2.798429e-16,1.750714e+00,3.346390e-11,-2.215643e-08,-1.061405e-19
4180,4180.000000,1.000000,4,2.366107e-12,2.076117e-13,2.346303e-16,2.798356e-16,2.798356e-16,1.749237e+00,-1.198546e-10,-2.215527e-08,-1.300030e-19
4181,4181.000000,1.000000,4,2.245315e-12,2.007283e-13,2.346201e-16,3.497855e-16,3.497855e-16,1.747762e+00,-1.223865e-10,-2.215411e-08,-5.657915e-20
4182,4182.000000,1.000000,4,2.437162e-12,2.209344e-13,2.346100e-16,3.497606e-16,3.497606e-16,1.746290e+00,1.861293e-10,-2.215295e-08,-8.344598e-20
4183,4183.000000,1.000000,4,2.273737e-12,2.116085e-13,2.345999e-16,3.497674e-16,3.497674e-16,1.744820e+00,-1.256824e-10,-2.215179e-08,9.640955e-20
4184,4184.000000,1.000000,4,1.804779e-12,2.045031e-13,2.345898e-16,2.798068e-16,2.798068e-16,1.743354e+00,3.543832e-11,-2.215063e-08,4.033333e-21
4185,4185.000000,1.000000,4,2.003731e-12,1.991740e-13,2.345798e-16,2.797997e-16,2.797997e-16,1.741890e+00,-2.362444e-11,-2.214947e-08,3.312693e-20
4186,4186.000000,1.000000,4,1.982414e-12,2.078338e-13,2.345698e-16,2.797926e-16,2.797926e-16,1.740428e+00,2.114482e-10,-2.214831e-08,3.237254e-20
4187,4187.000000,1.000000,4,2.593481e-12,2.051692e-13,2.345598e-16,2.797855e-16,2.797855e-16,1.738969e+00,8.329470e-11,-2.214715e-08,-3.722313e-20
4188,4188.000000,1.000000,4,2.266631e-12,2.040590e-13,2.345499e-16,3.497231e-16,3.497231e-16,1.737513e+00,1.706515e-10,-2.214599e-08,-1.648439e-19
4189,4189.000000,1.000000,4,1.996625e-12,2.045031e-13,2.345400e-16,2.797715e-16,2.797715e-16,1.736060e+00,-6.473577e-11,-2.214482e-08,-8.544445e-20
4190,4190.000000,1.000000,4,2.550848e-12,2.160494e-13,2.345301e-16,2.797646e-16,2.797646e-16,1.734608e+00,-8.841394e-11,-2.214366e-08,-6.880157e-20
4191,4191.000000,1.000000,4,2.160050e-12,1.985079e-13,2.345202e-16,2.797452e-16,2.797452e-16,1.733160e+00,-4.272316e-11,-2.214250e-08,-2.451863e-19
4192,4192.000000,1.000000,4,2.245315e-12,2.069456e-13,2.345104e-16,2.797508e-16,2.797508e-16,1.731713e+00,5.843770e-11,-2.214134e-08,8.798224e-20
4193,4193.000000,1.000000,4,3.282707e-12,1.960654e-13,2.345005e-16,3.496800e-16,3.496800e-16,1.730269e+00,1.275846e-10,-2.214018e-08,-3.750437e-20
4194,4194.000000,1.000000,4,2.572165e-12,2.009504e-13,2.344907e-16,2.797372e-16,2.797372e-16,1.728828e+00,8.411360e-11,-2.213902e-08,3.320303e-20
4195,4195.000000,1.000000,4,4.099832e-12,2.087219e-13,2.344810e-16,2.797304e-16,2.797304e-16,1.727388e+00,-4.045209e-12,-2.213786e-08,4.060133e-20
4196,4196.000000,1.000000,4,3.211653e-12,2.025047e-13,2.344713e-16,2.797237e-16,2.797237e-16,1.725951e+00,-5.333467e-11,-2.213669e-08,7.367863e-20
4197,4197.000000,1.000000,4,2.394529e-12,2.053913e-13,2.344615e-16,2.797170e-16,2.797170e-16,1.724516e+00,8.264167e-11,-2.213553e-08,1.774336e-19
4198,4198.000000,1.000000,4,2.678746e-12,2.118306e-13,2.344519e-16,3.496225e-16,3.496225e-16,1.723084e+00,2.860845e-11,-2.213437e-08,1.228826e-19
4199,4199.000000,1.000000,4,2.621903e-12,1.993961e-13,2.344422e-16,2.797037e-16,2.797037e-16,1.721653e+00,5.282708e-11,-2.213321e-08,-8.510034e-21
4200,4200.000000,1.000000,4,1.918465e-12,1.965095e-13,2.344325e-16,2.796971e-16,2.796971e-16,1.720225e+00,-3.737410e-11,-2.213204e-08,-4.907166e-20
4201,4201.000000,1.000000,4,1.591616e-12,2.051692e-13,2.344227e-16,2.796905e-16,2.796905e-16,1.719611e+00,-2.624323e-11,-2.213089e-08,-4.702356e-20
4202,4202.000000,1.000000,4,2.472689e-12,2.187139e-13,2.344125e-16,2.796718e-16,2.796718e-16,1.719796e+00,-1.514482e-10,-2.212975e-08,-6.883797e-20
4203,4203.000000,1.000000,4,1.726619e-12,2.038369e-13,2.344022e-16,2.796775e-16,2.796775e-16,1.719963e+00,-5.118972e-11,-2.212860e-08,-1.048766e-19
4204,4204.000000,1.000000,4,1.705303e-12,2.069456e-13,2.929898e-16,2.796711e-16,2.929898e-16,1.720119e+00,-5.261569e-11,-2.212746e-08,2.213535e-21
4205,4205.000000,1.000000,4,2.643219e-12,2.053913e-13,2.343814e-16,2.796646e-16,2.796646e-16,1.720266e+00,-3.058958e-10,-2.212632e-08,8.695323e-20
4206,4206.000000,1.000000,4,2.920331e-12,2.267075e-13,2.343709e-16,2.796583e-16,2.796583e-16,1.720405e+00,1.269587e-10,-2.212518e-08,1.058593e-19
4207,4207.000000,1.000000,4,2.934541e-12,2.151612e-13,2.343603e-16,2.796397e-16,2.796397e-16,1.720537e+00,1.077880e-10,-2.212403e-08,-2.209896e-20
4208,4208.000000,1.000000,4,2.593481e-12,2.076117e-13,2.343496e-16,2.796456e-16,2.796456e-16,1.720663e+00,-8.696266e-11,-2.212289e-08,1.499678e-19
4209,4209.000000,1.000000,4,2.948752e-12,2.091660e-13,2.343389e-16,2.796392e-16,2.796392e-16,1.720783e+00,-1.061995e-11,-2.212175e-08,5.270133e-20
4210,4210.000000,1.000000,4,2.607692e-12,2.196021e-13,2.343281e-16,2.796329e-16,2.796329e-16,1.720899e+00,-5.372902e-11,-2.212061e-08,4.286450e-20
4211,4211.000000,1.000000,4,2.223999e-12,2.211564e-13,2.343173e-16,2.796267e-16,2.796267e-16,1.721010e+00,-4.926126e-11,-2.211947e-08,7.041292e-20
4212,4212.000000,1.000000,4,2.408740e-12,2.196021e-13,2.343064e-16,2.796204e-16,2.796204e-16,1.721117e+00,2.936829e-11,-2.211833e-08,8.152361e-20
4213,4213.000000,1.000000,4,2.273737e-12,2.189360e-13,2.342955e-16,3.495025e-16,3.495025e-16,1.721220e+00,5.042633e-12,-2.211719e-08,1.733771e-21
4214,4214.000000,1.000000,4,2.756906e-12,2.136069e-13,2.342846e-16,3.494947e-16,3.494947e-16,1.721319e+00,-3.320877e-11,-2.211605e-08,1.252021e-19
4215,4215.000000,1.000000,4,2.998490e-12,2.104983e-13,2.928405e-16,2.796016e-16,2.928405e-16,1.721414e+00,1.697913e-10,-2.211491e-08,-7.083644e-20
4216,4216.000000,1.000000,4,2.309264e-12,2.207123e-13,2.342626e-16,2.795953e-16,2.795953e-16,1.721506e+00,2.150280e-11,-2.211377e-08,5.943789e-20
4217,4217.000000,1.000000,4,2.337686e-12,2.200462e-13,2.342516e-16,2.795891e-16,2.795891e-16,1.721596e+00,-2.222089e-11,-2.211263e-08,-3.639926e-20
4218,4218.000000,1.000000,4,2.195577e-12,2.084999e-13,2.342405e-16,2.795828e-16,2.795828e-16,1.721682e+00,-2.742828e-11,-2.211149e-08,1.184854e-19
4219,4219.000000,1.000000,4,2.152944e-12,2.184919e-13,2.342295e-16,2.795765e-16,2.795765e-16,1.721765e+00,4.090062e-11,-2.211035e-08,-4.940253e-20
4220,4220.000000,1.000000,4,2.017941e-12,2.122746e-13,2.342183e-16,2.795702e-16,2.795702e-16,1.721845e+00,-1.112512e-10,-2.210921e-08,-3.862933e-20
4221,4221.000000,1.000000,4,3.517187e-12,2.209344e-13,2.342072e-16,3.494398e-16,3.494398e-16,1.721923e+00,-1.934297e-11,-2.210807e-08,8.797231e-20
4222,4222.000000,1.000000,4,2.543743e-12,2.062794e-13,2.341960e-16,3.494319e-16,3.494319e-16,1.721998e+00,1.320362e-10,-2.210693e-08,3.515518e-20
4223,4223.000000,1.000000,4,2.088996e-12,2.153833e-13,2.341848e-16,3.494240e-16,3.494240e-16,1.722071e+00,-1.062102e-10,-2.210580e-08,1.741711e-20
4224,4224.000000,1.000000,4,2.515321e-12,2.202682e-13,2.341736e-16,2.795450e-16,2.795450e-16,1.722142e+00,1.588596e-11,-2.210466e-08,4.289428e-20
4225,4225.000000,1.000000,4,2.735590e-12,2.113865e-13,2.341624e-16,2.795387e-16,2.795387e-16,1.722210e+00,5.681189e-11,-2.210352e-08,-2.917301e-20
4226,4226.000000,1.000000,4,3.069545e-12,2.184919e-13,2.926889e-16,2.795324e-16,2.926889e-16,1.722277e+00,7.820544e-11,-2.210239e-08,6.906296e-20
4227,4227.000000,1.000000,4,2.415845e-12,2.176037e-13,2.341399e-16,3.493924e-16,3.493924e-16,1.722341e+00,-9.001111e-11,-2.210125e-08,1.339536e-19
4228,4228.000000,1.000000,4,2.444267e-12,2.164935e-13,2.341285e-16,3.493844e-16,3.493844e-16,1.722403e+00,-1.426441e-10,-2.210011e-08,-2.723409e-20
4229,4229.000000,1.000000,4,3.772982e-12,2.213785e-13,2.341172e-16,3.493916e-16,3.493916e-16,1.722463e+00,-2.334257e-10,-2.209898e-08,-7.494256e-20
4230,4230.000000,1.000000,4,1.492140e-12,2.282619e-13,2.341059e-16,2.795069e-16,2.795069e-16,1.722522e+00,-2.202438e-11,-2.209784e-08,1.876707e-20
4231,4231.000000,1.000000,4,2.266631e-12,2.118306e-13,2.340946e-16,3.493604e-16,3.493604e-16,1.722578e+00,-6.432410e-12,-2.209670e-08,4.397623e-20
4232,4232.000000,1.000000,4,2.266631e-12,2.147171e-13,2.340832e-16,2.794941e-16,2.794941e-16,1.722633e+00,-4.318101e-12,-2.209557e-08,-6.526455e-20
4233,4233.000000,1.000000,4,3.019807e-12,2.098322e-13,2.340718e-16,2.794876e-16,2.794876e-16,1.722686e+00,6.737721e-11,-2.209443e-08,-6.383849e-20
4234,4234.000000,1.000000,4,2.415845e-12,2.096101e-13,2.340604e-16,2.794812e-16,2.794812e-16,1.722737e+00,1.447242e-11,-2.209330e-08,7.357606e-20
4235,4235.000000,1.000000,4,2.387424e-12,2.244871e-13,2.340490e-16,2.794747e-16,2.794747e-16,1.722787e+00,1.083365e-10,-2.209216e-08,-7.177281e-20
4236,4236.000000,1.000000,4,2.309264e-12,2.238210e-13,2.340375e-16,2.794683e-16,2.794683e-16,1.722835e+00,-1.630274e-11,-2.209103e-08,-3.740842e-20
4237,4237.000000,1.000000,4,2.685852e-12,2.107203e-13,2.340261e-16,2.794496e-16,2.794496e-16,1.722882e+00,2.599365e-11,-2.208990e-08,-1.153189e-19
4238,4238.000000,1.000000,4,1.868727e-12,2.202682e-13,2.340146e-16,2.794553e-16,2.794553e-16,1.722927e+00,-3.309131e-11,-2.208876e-08,6.285911e-20
4239,4239.000000,1.000000,4,1.733724e-12,2.142730e-13,2.340031e-16,2.794488e-16,2.794488e-16,1.722970e+00,1.165237e-10,-2.208763e-08,-6.424546e-20
4240,4240.000000,1.000000,4,2.536638e-12,2.187139e-13,2.339916e-16,3.492875e-16,3.492875e-16,1.723012e+00,-1.813083e-11,-2.208650e-08,-2.187396e-20
4241,4241.000000,1.000000,4,1.932676e-12,2.144951e-13,2.339801e-16,2.794357e-16,2.794357e-16,1.723053e+00,1.490696e-11,-2.208536e-08,1.493226e-20
4242,4242.000000,1.000000,4,2.906120e-12,2.144951e-13,2.339686e-16,2.794291e-16,2.794291e-16,1.723093e+00,-1.129343e-10,-2.208423e-08,-9.317362e-21
4243,4243.000000,1.000000,4,2.160050e-12,2.260414e-13,2.339571e-16,3.492629e-16,3.492629e-16,1.723131e+00,-9.547962e-11,-2.208310e-08,1.031693e-19
4244,4244.000000,1.000000,4,2.373213e-12,2.160494e-13,2.339456e-16,2.794160e-16,2.794160e-16,1.723167e+00,-3.745781e-11,-2.208197e-08,7.400620e-20
4245,4245.000000,1.000000,4,1.904255e-12,2.089440e-13,2.339340e-16,2.794094e-16,2.794094e-16,1.723203e+00,5.509260e-11,-2.208083e-08,-4.595485e-20
4246,4246.000000,1.000000,4,2.387424e-12,2.242651e-13,2.339224e-16,2.794027e-16,2.794027e-16,1.723237e+00,-2.567249e-10,-2.207970e-08,8.245336e-20
4247,4247.000000,1.000000,4,2.607692e-12,2.255973e-13,2.339108e-16,3.492298e-16,3.492298e-16,1.723270e+00,-1.554277e-10,-2.207857e-08,1.056607e-19
4248,4248.000000,1.000000,4,2.863487e-12,2.287059e-13,2.338993e-16,2.793895e-16,2.793895e-16,1.723302e+00,-3.949863e-11,-2.207744e-08,1.159045e-19
4249,4249.000000,1.000000,4,2.451372e-12,2.164935e-13,2.338877e-16,3.492132e-16,3.492132e-16,1.723333e+00,-9.872347e-11,-2.207631e-08,4.115058e-20
4250,4250.000000,1.000000,4,2.174261e-12,2.189360e-13,2.338760e-16,3.492048e-16,3.492048e-16,1.723362e+00,1.581313e-11,-2.207518e-08,-1.101010e-19
4251,4251.000000,1.000000,4,2.359002e-12,2.182698e-13,2.338644e-16,2.793694e-16,2.793694e-16,1.723391e+00,-6.959744e-11,-2.207405e-08,6.994308e-20
4252,4252.000000,1.000000,4,2.351896e-12,2.233769e-13,2.338528e-16,2.793627e-16,2.793627e-16,1.723418e+00,-6.416689e-11,-2.207292e-08,-9.860655e-20
4253,4253.000000,1.000000,4,2.863487e-12,2.229328e-13,2.338412e-16,2.793560e-16,2.793560e-16,1.723444e+00,2.480238e-11,-2.207179e-08,6.471199e-20
4254,4254.000000,1.000000,4,2.181366e-12,2.164935e-13,2.338295e-16,3.491712e-16,3.491712e-16,1.723470e+00,-1.069980e-10,-2.207066e-08,3.744812e-20
4255,4255.000000,1.000000,4,2.216893e-12,2.196021e-13,2.338178e-16,2.793425e-16,2.793425e-16,1.723494e+00,-5.072787e-11,-2.206953e-08,-1.004694e-19
4256,4256.000000,1.000000,4,2.920331e-12,2.200462e-13,2.338062e-16,3.491697e-16,3.491697e-16,1.723517e+00,1.999658e-10,-2.206840e-08,-1.649398e-19
4257,4257.000000,1.000000,4,2.948752e-12,2.249312e-13,2.922431e-16,2.793290e-16,2.922431e-16,1.723539e+00,-2.451306e-11,-2.206727e-08,-1.211191e-19
4258,4258.000000,1.000000,4,3.076650e-12,2.242651e-13,2.922270e-16,3.491373e-16,3.491373e-16,1.723560e+00,-1.094387e-10,-2.206614e-08,-4.446923e-20
4259,4259.000000,1.000000,4,2.060574e-12,2.282619e-13,2.922139e-16,3.491288e-16,3.491288e-16,1.723580e+00,-1.033649e-10,-2.206501e-08,-1.290534e-19
4260,4260.000000,1.000000,4,1.776357e-12,2.204903e-13,2.921992e-16,3.491203e-16,3.491203e-16,1.723600e+00,-6.100809e-11,-2.206389e-08,2.595428e-19
4261,4261.000000,1.000000,4,2.181366e-12,2.207123e-13,2.337475e-16,3.491118e-16,3.491118e-16,1.724106e+00,-4.354050e-11,-2.206274e-08,2.939800e-20
4262,4262.000000,1.000000,4,2.948752e-12,2.318146e-13,2.337354e-16,3.491032e-16,3.491032e-16,1.725090e+00,-1.064582e-10,-2.206157e-08,-6.554248e-20
4263,4263.000000,1.000000,4,2.920331e-12,2.187139e-13,2.337233e-16,2.792880e-16,2.792880e-16,1.726061e+00,1.104228e-12,-2.206041e-08,-5.190393e-20
4264,4264.000000,1.000000,4,1.939782e-12,2.193801e-13,2.337110e-16,2.792812e-16,2.792812e-16,1.727024e+00,2.505729e-11,-2.205924e-08,4.607727e-20
4265,4265.000000,1.000000,4,2.280842e-12,2.275957e-13,2.336987e-16,2.792743e-16,2.792743e-16,1.727979e+00,1.739462e-10,-2.205808e-08,5.431930e-20
4266,4266.000000,1.000000,4,2.273737e-12,2.198242e-13,2.336863e-16,2.792674e-16,2.792674e-16,1.728927e+00,1.865974e-11,-2.205691e-08,-1.291626e-19
4267,4267.000000,1.000000,4,3.012701e-12,2.260414e-13,2.336739e-16,2.792605e-16,2.792605e-16,1.729869e+00,-1.072933e-10,-2.205575e-08,9.426550e-21
4268,4268.000000,1.000000,4,2.138734e-12,2.289280e-13,2.336614e-16,2.792535e-16,2.792535e-16,1.730806e+00,-9.354806e-11,-2.205458e-08,1.068386e-19
4269,4269.000000,1.000000,4,1.982414e-12,2.295941e-13,2.336489e-16,2.792466e-16,2.792466e-16,1.731737e+00,-2.068745e-10,-2.205342e-08,-1.988079e-19
4270,4270.000000,1.000000,4,3.502976e-12,2.322587e-13,2.336363e-16,2.792396e-16,2.792396e-16,1.732663e+00,-6.139245e-11,-2.205226e-08,2.451366e-19
4271,4271.000000,1.000000,4,3.616663e-12,2.284839e-13,2.336236e-16,2.792326e-16,2.792326e-16,1.733584e+00,3.903544e-11,-2.205110e-08,-1.794982e-20
4272,4272.000000,1.000000,4,2.792433e-12,2.213785e-13,2.336109e-16,2.792256e-16,2.792256e-16,1.734501e+00,4.530021e-11,-2.204994e-08,7.740425e-20
4273,4273.000000,1.000000,4,2.884804e-12,2.291500e-13,2.919977e-16,2.792185e-16,2.919977e-16,1.735414e+00,-9.465628e-11,-2.204878e-08,1.075467e-19
4274,4274.000000,1.000000,4,2.259526e-12,2.173817e-13,2.335854e-16,2.792115e-16,2.792115e-16,1.736322e+00,-1.433453e-10,-2.204762e-08,8.252946e-20
4275,4275.000000,1.000000,4,2.287948e-12,2.262635e-13,2.335726e-16,2.792044e-16,2.792044e-16,1.737226e+00,-7.706591e-11,-2.204646e-08,7.541571e-20
4276,4276.000000,1.000000,4,3.439027e-12,2.293721e-13,2.335597e-16,2.791972e-16,2.791972e-16,1.738127e+00,1.355807e-10,-2.204530e-08,1.287093e-20
4277,4277.000000,1.000000,4,2.636114e-12,2.322587e-13,2.335468e-16,2.791900e-16,2.791900e-16,1.739024e+00,8.763390e-11,-2.204414e-08,-1.972462e-19
4278,4278.000000,1.000000,4,2.380318e-12,2.335909e-13,2.335339e-16,2.791828e-16,2.791828e-16,1.739917e+00,-4.082468e-11,-2.204298e-08,-1.272369e-19
4279,4279.000000,1.000000,4,2.941647e-12,2.347011e-13,2.335209e-16,2.791756e-16,2.791756e-16,1.740807e+00,1.422173e-11,-2.204182e-08,2.204271e-20
4280,4280.000000,1.000000,4,2.273737e-12,2.262635e-13,2.335080e-16,2.791683e-16,2.791683e-16,1.741693e+00,-1.303120e-10,-2.204067e-08,1.707367e-19
4281,4281.000000,1.000000,4,3.780087e-12,2.244871e-13,2.334949e-16,2.791610e-16,2.791610e-16,1.742576e+00,-1.129057e-10,-2.203951e-08,-7.182906e-20
4282,4282.000000,1.000000,4,2.387424e-12,2.289280e-13,2.334819e-16,2.791536e-16,2.791536e-16,1.743456e+00,-3.886047e-11,-2.203836e-08,1.263171e-19
4283,4283.000000,1.000000,4,2.948752e-12,2.255973e-13,2.334688e-16,2.791463e-16,2.791463e-16,1.744333e+00,-1.873959e-10,-2.203720e-08,-2.796036e-19
4284,4284.000000,1.000000,4,1.669775e-12,2.386980e-13,2.334556e-16,2.791388e-16,2.791388e-16,1.745206e+00,-1.896860e-11,-2.203605e-08,-1.095650e-19
4285,4285.000000,1.000000,4,1.925571e-12,2.309264e-13,2.334425e-16,2.791314e-16,2.791314e-16,1.746077e+00,5.222911e-11,-2.203489e-08,9.340523e-21
4286,4286.000000,1.000000,4,1.818989e-12,2.196021e-13,2.334293e-16,3.489048e-16,3.489048e-16,1.746945e+00,3.531087e-11,-2.203374e-08,-6.852033e-20
4287,4287.000000,1.000000,4,2.792433e-12,2.353673e-13,2.334161e-16,2.791163e-16,2.791163e-16,1.747809e+00,1.924829e-10,-2.203258e-08,-8.179162e-20
4288,4288.000000,1.000000,4,1.953993e-12,2.298162e-13,2.334028e-16,2.791088e-16,2.791088e-16,1.748671e+00,-1.292717e-10,-2.203143e-08,9.136044e-20
4289,4289.000000,1.000000,4,2.323475e-12,2.378098e-13,2.333896e-16,3.488765e-16,3.488765e-16,1.749530e+00,4.858602e-11,-2.203028e-08,1.064912e-19
4290,4290.000000,1.000000,4,2.444267e-12,2.275957e-13,2.333763e-16,2.790935e-16,2.790935e-16,1.750387e+00,8.281420e-11,-2.202913e-08,3.146595e-20
4291,4291.000000,1.000000,4,2.472689e-12,2.311484e-13,2.333629e-16,2.790859e-16,2.790859e-16,1.751240e+00,1.024762e-10,-2.202798e-08,1.386355e-20
4292,4292.000000,1.000000,4,2.053469e-12,2.333689e-13,2.333496e-16,2.790781e-16,2.790781e-16,1.752091e+00,1.497957e-11,-2.202683e-08,-4.794339e-20
4293,4293.000000,1.000000,4,1.882938e-12,2.318146e-13,2.333362e-16,2.790704e-16,2.790704e-16,1.752940e+00,3.182787e-11,-2.202568e-08,-7.110445e-21
4294,4294.000000,1.000000,4,3.133493e-12,2.284839e-13,2.333228e-16,2.790626e-16,2.790626e-16,1.753786e+00,-1.430491e-10,-2.202453e-08,1.049328e-19
